,0
401,uk money market get billion stg earli help bank england said provid money market billion mln stg assist respons earli round bill offer discount hous earlier bank forecast system would face larg deficit today around billion stg central bank purchas bank bill outright compris mln stg band one pct mln stg band two pct mln stg band three pct addit bought mln stg local author bill band two pct
402,analyst say uk budget point base rate cut chancellor exchequ nigel lawson budget speech describ sound well balanc analyst slightli lack excit cut bank base lend rate wide expect tomorrow forecast predict halfpoint fall followup halfpoint cut anticip next week worthi bore would probabl sum peter fellner uk economist stockbrok jame capel co said prudent fiscal budget richard jeffrey broker hoar govett said wellbalanc budget within confin govern philosophi keep expenditur level flat analyst said budget sound fiscal side offer noth new monetari polici wide expect lawson split fiscal adjust trim psbr target billion stg billion cut basic rate incom tax pct target narrow measur money suppli kept unchangd two six pct target broad sterl aggreg drop jeffrey fellner said budget clear way halfpoint fall uk base rate tomorrow author unlik sanction larger cut immedi mani analyst currenc dealer forecast full onepoint cut tomorrow bank england loath take action revers later jeffrey said though ad halfpoint cut quit possibl near futur main worri today speech outlook inflat given sign relax monetari polici contain scrimgeour vicker economist richard holt said holt note rather loos inflat forecast pct end said lower interest rate like result tough fiscal stanc could caus longer term concern higher psbr target could prefer long term said although lower mortgag interest rate back fall base rate would offset impact inflat budget inspir lot shortterm confid good budget inflat said jeffrey said would like lawson say danger excess liquid buildup overal concern reviv inflat fellner note exchang rate remain lead edg monetari polici said author like extrem cautiou front said unlik hesit hold interest rate steadi even rais sterl show sign excess weak analyst agre lawson bolster credibl budget adopt realist forecast rais forecast current account deficit billion stg would unsettl market alreadi discount amount jeffrey said billion stg psbr target given credibl favour outturn also forecast billion stg analyst said budget speech give clearcut indic time gener elect held june believ signal poll june note benefit incom tax cut decis rais duti alcohol tobacco becom avail immedi other said kept sever option open possibl deduc much jame capel fellner note fiscal prudent lawson kept open possibl autumn elect would chicken come home roost richard jeffrey favour likelihood june elect said import chancellor gone budget aim overtli buy elect victori nevertheless said like result boost conserv parti preelect popular
403,advanc institut cut workforc advanc institut manag softwar inc said cut workforc close atlanta offic cut expens improv profit compani said also process reduc offic space four six offic nationwid advanc also said name execut vice presid steven b sheppard chief oper offic compani said presid chief execut offic morri moliv chief oper offic well
404,instrumentarium acquir nokia subsidiari finland medic group instrumentarium oy said acquir electron compon import market oy oy subsidiari finland electron group nokia oy said statement ferrado insel merg instrumentarium profession electron inform system divis disclos price acquisit said issu restrict b share partial payment nokia
405,paint compani metex stake may buy metropolitan consolid industri inc new york paint compani said acquir share metex corp pct total left open possibl might acquir merger file secur exchang commiss metropolitan said bought metex stock invest also said may buy addit share sell current stake buy share metropolitan said would consid open market privat deal exchang offer tender offer merger metropolitan said may acquir option may buy metex share own william hack metex director togeth wife hold compani common share pct total metropolitan said alreadi option buy anoth metex common share dlr option exercis april said metropolitan exercis option acquir hack stake would metex common share pct total metropolitan sec file made sharehold group hack metropolitan said spent mln dlr acquir metex stake list recent stock purchas common share march dlr share march dlr
406,iran say u naval forc attack two platform iran said u naval forc attack two oil platform southern gulf monday afternoon iranian news agenc irna report irna receiv nicosia said inform sourc iranian oil ministri identifi two platform resalat reshadat mile iran lavan island oil storag site region ship sourc earlier said three iranian offshor oil site sassan rostam rakhsh attack gmt monday unidentifi aircraft washington u defenc secretari caspar weinberg said four u destroy attack destroy iranian oil platform mile east bahrain
407,walmart store inc rais quarterli qtli div six ct v ct prior pay april record march
408,u busi loan fall mln dlr feb week fed say u busi loan fall mln dlr feb week fed say
409,aerospac ltd year net shr basic ct v dlr shr dilut ct v dlr net v rev mln v mln
410,bel fuse inc th qtr net shr ct v ct net v sale v year shr ct v ct net v sale mln v mln
411,studi say oil price fall spur bankruptci sharp drop world oil price past year trigger pct increas bankruptci countri oil state accord studi releas american petroleum institut api api said dunn bradstreet studi found busi failur rose nation pct oil patch southwest increas pct said bankruptci texa pct oklahoma pct colorado pct louisiana pct alaska failur rose per cent said api also said three state highest number bank failur last year larg oil ga produc texa oklahoma kansa
412,western canada hurt intern forc western canada resourcebas economi hurt intern market forc littl ottawa financ minist michael wilson said tell get intern energi price get price copper get price wheat listen wilson told hous comnon financ committe although pressur oil compani wheat farmer help battl depress commod price wilson said recogn area prison market forc outsid boundari countri wilson appear committe discu govern spend estim releas earlier week said govern region cite billion dlr aid western agricultur resourc reflect real concern part deal difficult problem wilson said respons question manag economi opposit parti member said long term answer depress region countri reach free trade pact unit state claim would improv outlook western canada
413,nigeria chang auction rule defend naira nigeria central bank chang rule govern foreign exchang auction analyst see mean defend naira currenc depreci steadili bank said statement april bank bid foreign exchang would pay rate offer present rate lowest success bid made auction discourag bank bid high ensur success pay lower margin rate analyst said act brake bank know bid high pay offer western diplomat comment naira depreci dollar pct sinc auction known secondti foreign exchang market sfem began last septemb last week session nigerian currenc fix dollar third fall row clearli worri logic way tri stop trend diplomat said central bank also announc auction would fortnightli weekli begin april immedi clear whether next thursday schedul session would still take place bank plan doubl mln dlr normal offer auction demand foreign exchang consist outstrip suppli encourag bank bid high thu weaken naira normal weekli alloc doubl fortnightli session high demand could undermin object new system analyst said although bid bank pay offer offici exchang rate naira appli busi transact continu margin rate lowest success bid sfem central part nigeria structur adjust program consid ambiti econom recoveri plan black africa program involv set realist exchang rate naira overvalu mani year liberalis import boost agricultur remov subsidi reduc ineffici govern particip economi world bank play promin part design dramat blueprint sell often sceptic public fear inflat lower live standard ishrat husain world bank repres nigeria said yesterday satisfi adjust program whole foreign exchang auction far good told meet banker lago ad member nigeria importdepend elit would suffer hardship common man would benefit fear program would encourag inflat incorrect said bumper harvest reduc rural inflat urban price alreadi reflect naira black market valu currenc allow find true level last septemb
414,salant file reorgan plan salant corp said thomson co inc obion co inc subsidiari file joint reorgan plan u bankruptci court expect emerg chapter bankruptci near futur compani said hear adequaci associ disclosur plan schedul april nine complet plan subject approv creditor equiti secur holder bankruptci court salant said reach agreement ray w william continu presid chief execut offic five year effect date reorgan plan substanti conclud talk new mln dlr unsecur credit effect date compani said committe unsecur creditgor committe equiti secur holder approv term plan previous announc creditor receiv mln dlr cash dlr pct senior subordin debentur four common share dlrsd allow unsecur claim salant today report earn year end novemb dlr dlr pretax provis loss sale subsidiari dlr posttax charg attribut cost expens chapter settlement prechapt claim well dlr tax credit year lost dlr dlr pretax provis plant close
415,pari trade detail ec grain tender result ec commiss reject bid free market breadmak feed wheat bid special west german tender today weekli ec cereal tender trade sourc said grant export licenc tonn free market barley maximum rebat ecu per tonn tonn maiz maximum rebat ecu said licenc tonn barley award french trade hous ad
416,west german fishmeal import highest year west german gross fishmeal import rose tonn pct last year tonn highest level sinc trade sourc said reexport fell pct result surg net import tonn increas pct total west german consumpt estim around high tonn larg reflect attract price sourc howev could give compar figur south american produc countri suppli pct west german requir chile ship tonn peru tonn two south american countri share west german market rose pct pct import ecuador fell tonn west germani import tonn fishmeal decemb tonn month reexport tonn year earlier
417,japan beef price support cut rais demand japan plan cut beef intervent price fiscal year start april boost demand strict suppli control complex distribut system japanes u industri sourc said govern beef polici protect farmer rather meet consum demand cutback margin housewif associ japan offici said despit mount u pressur japan open farm market beef strictli control govern maintain price stabilis zone protect farmer plan expect announc month standard bottom price castrat wagyu known marbl beef set yen per kilo ceil yen standard price beef mainli produc dairi steer set yen ceil ministri offici said semigovern livestock industri promot corp lipc conduct buffer stock oper help keep wholesal beef price within intervent price zone lipc allow import beef amount set govern quota system wholesal price go ceil lipc releas beef stock domest import buy local produc beef price lipc often criticis releas beef stock price higher ceil phillip seng asian director u meat export feder told reuter two pct cut price step toward close gap european commun price half japan seng said cut benefit consum u meat export japan rigid complic distribut system strict suppli control lipc housewif associ offici said retail beef price high mainli distribut problem high product cost well poor oper lipc american meat packer see japan promis market fc beatti u packer john morrel co told japan time beef cut sell dlr pound u sold dlr japan seng said cut benefit consum u meat export japan rigid complic distribut system strict suppli control lipc housewif associ offici said retail beef price high mainli distribut problem high product cost well poor oper lipc american meat packer see japan promis market fc beatti u packer john morrel co told japan time beef cut sell dlr pound u sold dlr japan industri sourc said unclear much demand pick retail beef price drop follow sharp reduct intervent price u agricultur secretari richard lyng said week ask japan remov beef import restrict visit next month japan decid increas beef import quota tonn year march quota rise tonn ministri offici said ad japan want keep selfsuffici beef around pct
418,sprinkel say tax hike would reduc deficit council econom advis chairman beryl sprinkel said reagan administr remain strongli oppos tax increas includ billion dlr new revenu budget plan congression democrat believ signific increas tax would reduc deficit could advers effect growth sprinkel told hous rule committe said administr want continu polici gradual reduc deficit restrain govern spend promot econom growth sprinkel said cut budget deficit best way lower trade deficit
419,asc termin market valu pik grain agricultur stabil conserv servic asc establish unit valu commod offer govern stock redempt commod credit corpor commod certif effect next busi day price per bushel u dollar sorghum price per cwt corn yellow grade wheat hrw hr srw sww durum chicago ill track toledo memphi peoria denver evansvil cincinnati minneapoli baltimor norfphil kansa citi st loui amarillo lubbock hrw hr srw sww durum lou gulf portland seattl stockton la duluth tex gulf corn brli oat rye soyb sorg chicago ill track toledo memphi peoria denver evnsvll cinci mpl baltnor phil kc st lo amarlo lubbck lou gulf port seattl stockton la duluth tex gulf
420,delta say court order delay merger delta air line said court order requir western air line arbitr two union delay april merger two airlin order issu ninth circuit court appeal requir western discu two union whether western labor contract bind delta delta said nevertheless court order could caus signific personnel problem includ possibl delay wage increas delta plan give western personnel april ronald allen delta presid said delta said feel court er reconsid order
421,taiwan second quarter import seen rise taiwan import second quarter expect rise billion u dlr billion year earlier billion first quarter year statist depart said depart offici attribut increas grow domest invest privat public sector expect rise billion u dlr billion year earlier billion first quarter taiwan export apriljun quarter expect rise billion u dlr billion year earlier billion first quarter offici said taiwan trade surplu expect climb billion u dlr second quarter billion year earlier billion first quarter year surplu expect come trade u taiwan largest trade partner import nearli pct taiwan total export said said expect taiwan import includ grain machineri power plant equip u rise sharpli govern effort balanc trade washington declin give figur
422,gulf arab minist discu econom cooper financ economi minist gulf cooper council gcc open two day meet discu econom integr offici said said issu discuss minist bahrain kuwait oman qatar saudi arabia unit arab emir uae would includ recommend central bank governor common currenc exchang rate governor agre januari denomin base currenc six state decis forward final approv gcc summit meet due saudi arabia late year six state differ currenc system saudi arabia bahrain qatar uae link theori intern monetari fund basket currenc special draw right sdr practic dollar oman link currenc formal dollar kuwait peg dinar tradeweight basket devis denomin chosen central bank governor disclos banker expect currenc link sdr tradeweight basket open meet ahm altay uae minist state financ industri said implement joint econom agreement increasingli link interest gcc citizen togeth gener assembl gulf invest corpor met abu dhabi earlier chairmanship bahrain financ nation economi minist ibrahim abdulkarim corpor form contribut joint econom invest project gcc offici said corpor asset rose billion dollar last year billion end
423,broader u eep sought republican lawmak republican member hous agricultur committe said propos amend tomorrow pend trade bill increas fund export enhanc program eep significantli expand scope program press confer republican lawmak said would propos expand eep includ countri will purchas addit commod reason price addit congressman said would propos extend life eep five year current three year increas eep fund ceil billion dlr billion present agricultur committe tomorrow begin draft amend omnibu trade bill hous respond republican plan agricultur secretari richard lyng trade repres clayton yeutter said favor flexibl target use eep instead acrosstheboard program term costli republican congressman also said offer amend trade bill instruct u agricultur depart valu bonu commod use eep market valu rather cost acquisit lyng said usda alreadi plan chang market valu account rather acquisit valu order avoid hit fund ceil eep billion dlr lyng said market valu account mln dlr eep commod use date use acquisit valu usda offici said valu higher
424,heavi coffe export impliedcolombia offici decis colombia open coffe export registr unlimit amount impli countri heavili sell coffe recent withheld gilberto arango presid privat export associ told reuter colombia today open export registr april may nation coffe grower feder set limit sinc start coffe year last octob privat export averag allow bag kilo per month trader initi interpret measur announc heavi sale even today pressur market quickli becom appar colombia intend go top arango said interview colombia market polici sell without hast consist target volum set react market factor adequ colombia intent give coffe away ad arango describ measur adopt yesterday includ lower export registr price major chang colombia coffe market polici export registr price reintegro lower dlr per lb exdock new york dlr per bag kilo dlr dlr govern announc flexibl polici reintegro order close reflect market trend arango warmli welcom say privat export undoubtedli activ present market frequent gap intern market price reintegro unlik recur said
425,van dorn co th qtr net shr ct v ct net v rev mln v mln mth shr dlr v dlr net mln v mln rev mln v mln
426,allwast make acquisit allwast inc said agre principl acquir privatelyheld firm perform interior clean servic tanktrail common share said firm name earn dlr pretax first nine mon compani said close expect octob
427,bancroft sharehold rebuk zico offer bancroft convert fund inc target unfriendli cash offer invest hold inc said sharehold approv propos requir pct affirm vote outstand share fundament chang statu could made previous simpl major outstand share need chang bancroft invest statu diversifi nondiversifi fund among thing bancroft said board continu recommend stockhold tender share zico british virgin island compani said tie south africa
428,banker trust rais prime lend rate banker trust co said rais prime lend rate pct effect immedi move latest seri similar action lead u money center bank includ citibank na chase manhattan bank na last hour ameritrust corp ohio also rais prime lend rate pct effect tomorrow
429,danish februari consum price fall pct consum price fell pct februari rise pct januari chang februari nation statist offic said index base fell februari januari februari give yearonyear increas pct
430,asian export fear damag usjapan rift mount trade friction u japan rais fear among mani asia export nation row could inflict farreach econom damag businessmen offici said told reuter correspond asian capit u move japan might boost protectionist sentiment u lead curb american import product export said conflict would hurt longrun shortterm tokyo loss might gain u said impos mln dlr tariff import japanes electron good april retali japan alleg failur stick pact sell semiconductor world market cost unoffici japanes estim put impact tariff billion dlr spokesman major electron firm said would virtual halt export product hit new tax wouldnt abl busi said spokesman lead japanes electron firm matsushita electr industri co ltd tariff remain place length time beyond month mean complet eros export good subject tariff u said tom murtha stock analyst tokyo offic broker capel co taiwan businessmen offici also worri awar serious u threat japan serf warn u said senior taiwanes trade offici ask name taiwan trade trade surplu billion dlr last year pct u surplu help swell taiwan foreign exchang reserv billion dlr among world largest must quickli open market remov trade barrier cut import tariff allow import u product want defus problem possibl u retali said paul sheen chairman textil export safe group senior offici south korea trade promot associ said trade disput u japan might also lead pressur south korea whose chief export similar japan last year south korea trade surplu billion dlr u billion dlr malaysia trade offic businessmen said tough curb japan might allow hardhit produc semiconductor third countri expand sale u hong kong newspap alleg japan sell belowcost semiconductor electron manufactur share view businessmen said shortterm commerci advantag would outweigh u pressur block import shortterm view said lawrenc mill directorgener feder hong kong industri whole purpos prevent import one day extend sourc much seriou hong kong disadvantag action restrain trade said u last year hong kong biggest export market account pct domest produc export australian govern await outcom trade talk u japan interest concern industri minist john button said canberra last friday kind deterior trade relat two countri major trade partner seriou matter button said said australia concern centr coal beef australia two largest export japan also signific u export countri meanwhil usjapanes diplomat manoeuvr solv trade standoff continu japan rule liber democrat parti yesterday outlin packag econom measur boost japanes economi measur propos includ larg supplementari budget record public work spend first half financi year also call steppedup spend emerg measur stimul economi despit prime minist yasuhiro nakason avow fiscal reform program deputi u trade repres michael smith makoto kuroda japan deputi minist intern trade industri miti due meet washington week effort end disput
431,inspir lower copper price ctslb inspir consolid copper co subsidiari inspir resourc corp said lower base price fullplat copper cathod onehalf cent cent lb effect immedi
432,littl movement hamburg fishmeal market hamburg fishmeal market saw littl movement past week demand slack protein feed sector trade sourc said price edg firmer origin offer level stronger dollar seller quot pct fishmeal mark per tonn free truck spot mark aprildec intern demand also slow inquiri far eastern buyer note south american produc countri sourc said chile said good catch northern southern fish ground offer unchang dlr per tonn c f north german port peru catch differ region stock low seller quot nomin offer level dlr per tonn c f north german port ecuador market catch said poor denmark season low catch pct meal offer crown per kilo cif north european port apriloct deliveri iceland good catch seller quot price dlr per percentag point protein cif north european port norway market
433,dutch retail ahold see unchang profit dutch food retail ahold nv expect unchang profit said take advantag lower dollar expand u turnov grow net profit expect remain around level mln guilder due higher dutch tax threeyear expans plan ahold chairman albert heijn told news confer profit forecast allow dollar rate around current level three guilder turnov net profit hit dollar fell averag guilder
434,ic ind sell certain asset mlx ic industri inc said abex corp subsidiari agre sell sinter friction materi busi itali troy michiganbas mlx corp undisclos term complet propos transact subject approv italian govern said
435,lifetim corp year march net shr ct net mln dlr rev mln dlr note compani said yearago figur compar due revers merger last year
436,milton roy co set quarterli qtli div ct v ct prior pay june record may
437,pilgrim ventur merger agreement ventur corp said sign letter intent merg technolog group inc rockvil center ny term agreement pilgrim publicli held corpor said issu two mln share author unissu restrict common stock market technolog sharehold compani said expect complet merger june market technolog develop computerbas advertis system gear toward larg advertis compani said
438,bank franc buy dollar sell yen dealer bank franc interven market buy dollar sell yen support u currenc dealer said major french bank said act central bank buy five mln dlr yen dealer anoth bank said bank ask publicis intervent send clear signal market central bank act concert maintain exchang rate agre appropri last month meet group five canada pari dollar quot franc earli afternoon deal fix franc major french bank said sold yen rate dollar u currenc subsequ quot bank japan report market overnight bolster credibl pari accord follow sever day pressur dollar pressur develop u treasuri secretari jame baker repeat earlier statement reagan administr target dollar appar undermin assumpt agreement pari fix broad fluctuat rang major currenc baker later said remark misinterpret
439,top offici arriv treasuri g talk top offici lead industri nation arriv u treasuri main build begin meet group five offici seen arriv reuter correspond includ west german financ minist gerhard stoltenberg bundesbank presid karl otto poehl french financ minist edouard balladur central banker jacqu de larosier also seen arriv japanes financ minist kiichi miyazawa japan central bank governor satoshi sumita british chancellor exchequ central bank governor robin leigh pemberton immedi sign italian canadian offici monetari sourc said fulli blown meet group seven expect begin around pm local time gmt last least pm gmt communiqu expect issu italian sourc said italian act financ minist giovanni goria met treasuri secretari jame baker last night talk baker appar convinc goria declin attend februari meet group seven pari itali would particip fulli meaning decis
440,u conserv figur seen neutralbearish u agricultur depart usda figur highlyerod land enrol conserv reserv program regard grain analyst neutral bearish although said full statebyst breakdown would need ass full price impact mln acr mln acr accept corn that neutral best perhap bearish trade look dale gustafson drexel burnham lambert said usda said accept acr conserv program bid total acr gustafson said would chang estim plant acreag corn result latest figur analyst said would adjust estim slightli usda due releas plant intent figur march indic heavi signup conserv program recent lower trade estim corn plant acreag mln acr mln richard loewi analyst prudenti bach secur said enough inform complet ass conserv figur mln acr corn certainli disappoint ad usda later releas statebyst breakdown enrol figur loewi said initi figur appear neg new crop corn soybean might possibl mean upward adjust plant intent figur ask impact flow gener certif onto market spring said trade definit look higher certif go le expect usda offer special corn bonu rental payment farmer paid gener certif bonu amount two dlr per bushel base farm program payment yield corn acr corn accept reserv katharina zimmer analyst merril lynch futur said conserv signup slightli higher expect although note trade expect consider higher actual figur think friendli market least long run said susan hackmann agrianalysi said confus whether trade idea enrol figur mln acr refer total signup latest addit seem trade look acr bid program said hackmann said would make much chang idea corn plant figur result conserv signup ad trade guess low mln acr look corn plant high zimmer merril lynch said would make slight reduct one mln acr plant estim around mln acr new crop corn price chicago board trade firm earlier week idea larg signup program despit fact acr enrol gener poor yield like make substanti differ final product figur
441,apr apr
442,hershey oil corp th qtr loss shr loss ct v loss dlr net loss v loss rev v year shr loss ct v loss dlr net loss v loss rev v
443,super rite food inc st qtr may shr ct v seven ct net v rev mln v mln
444,strathcona resourc rd qtr aug net shr profit two ct v nil net profit v loss rev v nine mth shr loss one ct v loss four ct net loss v loss rev mln v mln note full name strathcona resourc industri ltd
445,investor pct exovir mark hammer privat investor melvil ny member famili told secur exchang commiss acquir total share exovir inc pct total outstand hammer said group accumul exovir stock sinc oct invest purpos may buy share sell part current stake said intent seek control compani hammer said extens busi experi interest exovir stock may invit becom member compani board
446,appli biosystem inc st qtr sept shr ct v ct net v sale mln v mln
447,januari crude oil movement fall seven mln ton worldwid spot crude oil movement fell mln long dwt februari mln ton januari mln decemb london shipbrok howard houlder said declin mainli reflect sharp drop movement mideast gulf total mln ton last month mln januari includ shipment western option mln ton mln previous lift gulf eastern option fell mln ton mln gulf area drop mln ton mln howard houlder said ukcontin coastal movement declin sharpli mln ton mln ukcontin u rose mln mln
448,polydex pharmaceut ltd st qtr april end shr loss one ct v loss two ct net loss v loss sale v
449,alliedsign sell schlumberg alliedsign inc schlumberg ltd jointli announc schlumberg acquir alliedsign neptun intern unit term werent disclos atlanta gabas neptun make water meter flow measur equip sale last year mln dlr
450,japan ministri say open farm trade would hit u japan agricultur ministri anger u demand japan open farm product market tell u offici talk later month liberalis would harm exist u farm export japan senior ministri offici said import u would drop due activ sale drive supplier offici declin name said japan largest custom u farm product reason u demand japan liberalis farm import market said agricultur minist mutsuki kato said u insist japan open protect rice market also open wheat market volum origin regul protect local farmer australia canada could increas wheat export competit u said endus would also buy origin grain trader said u agricultur secretari richard lyng due visit japan talk april said ask japan offer share rice market u supplier remov quota u beef citru import countri alreadi cut u market share australia largest beef supplier japan tri boost export prior expiri fouryear beef accord next march import u corn fallen due increas sale china south america japanes soybean import brazil expect rise sharpli year although u remain largest supplier u feedgrain sale also drop japan open beef import sinc japan depend almost entir feedgrain import mainli u japanes offici said indic u posit came last decemb secretari agricultur daniel amstutz said japan potenti provid one largest boost u agricultur export beef market alon repres one billion dlr new busi u also ask gener agreement tariff trade investig legal japanes import control farm product includ fruit juic pure pulp tomato juic ketchup sauc peanut prepar beef product miscellan bean help calm heat trade relat u japan top busi group keidanren urg govern remov residu import restrict agricultur product agricultur minist kato rule emot reaction senior ministri offici said farm issu becom scapegoat trade pressur industri sector japan largest buyer u farm product issu discuss tabl offici said
451,taft bidder would sell entertain unit propos buyout taft broadcast co dudley taft investor includ plan sell compani entertain group accord one investor jonathan nelson manag director narragansett capit corp particip buyout plan declin say buyer alreadi line entertain group consid sell group nelson said wall street analyst said hollywood film studio might interest taft broadcast co comment dlr per share offer taft mln share outstand pct own taft ingal famili dudley taft relinquish titl presid juli continu vice chairman compani taftnarragansett requst respons propos march plan accept taft would privat compani financ high yield bond bank debt nelson said narragansett invest manag compani special leverag buyout transact taft share climb caus arbitrageur say investor believ bidder may rais price robert bass control pct stock american financi corp holder pct return telephoh call seek comment denni mcalpin analyst oppenheim co said dont think worth dlr note taft recent agre sell group independ televis station loss said entertain group includ hannabarbara anim studio current hamper glut anim product taft broadcast never comment report major stockhold met recent discu breakup compani macalpin said lot option reshap compani distribut variou piec major sharehold among possibl analyst alan gottesman lf rothschild unterberg towbin inc said bass group increas stake belief compani would worth chang strategi said bass push sale independ televis station compani paid much
452,cooper canada said receiv takeov offer canada ltd said receiv takeov offer number compani compani also said discuss continu definit arrang made gave detail
453,plaza th qtr net net profit v loss rev mln v mln year net profit mln v profit rev mln v mln note compani becam wholli own oper donald trump may acquir pct interest own former oper holiday corp
454,belgium detail price plan ecu gold coin european currenc unit gold coin go sale tomorrow belgium price premium seven pct valu gold contain financ ministri spokesman said price calcul daili base daili gold fix london belgium mint initi gold coin celebr th anniversari european commun found treati rome final product expect around gram coin contain gram fine metal two mln silver coin face valu five ecu sold franc
455,conseco buy benefici unit conseco inc said sign definit agreement acquir western nation life insur co benefici corp mln dlr cash western nation asset billion dlr end premium invest revenu western issu structur settlement annuiti settlement person injuri damag claim sell taxshelt annuiti acquisit subject regulatori approv conseco said acquisit would rais asset billion dlr annual revenu mln dlr benefici previous announc plan leav insur busi march three said agre principl sell american centenni insur co benefici intern insur co consolid marin gener insur co ltd consolid life assur co ltd wesco insur co servic gener insur co subsidiari managementl group mln dlr note mostli conting perform unit mln dlr cash conseco oper earn dlr revenu mln dlr
456,takeov specul lift hutton share ef hutton group inc share rose specul compani would receiv takeov offer trader said hutton stock also affect newspap report first boston corp accumul almost five pct hutton stock behalf outsid client trader said trader said stori appear usa today ad specul began street last week said rumor stock accumul specul abound compani would soon receiv offer hutton offici declin comment hutton stock rose hutton sever month ago reject buyout offer shearson lehman brother inc newspap stori mention specul american express co parent shearson possibl buyer trader said rumor today name buyer first boston offici immediatley avail comment prudenti bach analyst larri eckenfeld said doubt specul american express said believ hutton occassion surround rumor move today result newspap articl hutton still takeov candid said eckenfeld
457,vtx electron corp th qtr net shr ct v ct net v sale v avg shr v year shr ct v ct net v sale mln v mln avg shr v note share adjust fiveforfour stock split declar today
458,cocoa buffer stock may face uphil battl trade intern cocoa organ icco buffer stock could face uphil battl halt downtrend world cocoa price begin buy oper next week cocoa trader said trader said believ buffer stock purchas could reach tonn matter week without lift price significantli given amount surplu cocoa overhang market buffer stock may begin buy shortli icco day averag indic price special draw right sdr per tonn must buy level rule govern buffer stock oper agre last month icco council buy begin buffer stock manag complet prepar trader said trader said buffer stock manag may delay buffer stock buy mid endapril chang month use calcul icco indic may lift day averag sdr must buy level icco indic price calcul averag second third fourth posit london new york futur market daili price sdr per tonn yesterday month use current indic may juli septemb set chang juli septemb decemb april prior may becom new york spot month trader note introduct decemb calcul may lift daili sdr price decemb current quot stg may london termin market buffer stock manag would wait higher daili price feed day averag indic govern activ trader said buffer stock manag obvious look implic delay forward price lift indic sinc might mean buy le cocoa analyst lead cocoa trade hous said trader said buffer stock purchas could reach tonn fairli quickli buy start purchas reach level within six month buy suspend pend icco council review price rang cocoa market watcher said buffer stock may benefit recent forecast poor brazilian bahia temporao crop mln two mln kilo bag initi expect three mln lower expect brazilian crop may cut world surplu tonn compar recent forecast icco statist committe tonn trader said circumst buffer stock may need buy tonn lift price must buy level dealer said icco buffer stock rule may put constraint quickli effect buffer stock manag remov cocoa market buffer stock system price differenti set accord qualiti pct limit purchas nonmemb could limit buffer stock scope action dealer said cocoa readili avail buffer stock nearbi instor materi malaysian ivori coast origin buffer stock buy pct malaysian cocoa malaysia icco member purchas nearbi cocoa reach pct one day forc buffer stock buy intermedi forward shipment materi limit buffer stock purchas nearbi nonmemb cocoa reduc impact termin price pressur overhang malaysian materi trader said buffer stock purchas forward shipment cocoa qualiti produc ghana limit impact futur like widen physic market premium cocoa futur ghana premium termin risen stg stg month ago partli anticip buffer stock buy dealer said buffer stock may help termin market provid backstop qualiti cocoa one trader said trader caution view impact buffer stock prognost one could hope predict accur result would psycholog buffer stock buy help price sinc buffer stock alreadi hold carryov tonn previou cocoa agreement market surplu dealer express doubt purchas counter bearish pressur june icco due discu rule withhold scheme addit market support mechan
459,fed expect add temporari reserv feder reserv expect enter u govern secur market add temporari reserv economist said expect suppli reserv indirectli arrang around custom repurchas agreement feder fund averag pct yesterday open six pct remain earli trade
460,treasuri baker say hope prime rate increasestemporari treasuri baker say hope prime rate increas temporari
461,first interst seek acquisit le two month first interst bancorp withdrew bold attempt buy bankamerica corp chairman joseph pinola still look good buy also look way avoid bought widerang interview pinola said he look way improv profit capit resist potenti look usto maintain independ possibl feder regulatori chang allow major east coast bank buy bank california first interst fourth largest california bank nineth largest nationwid own bank western state franchis oper four addit state bank industri sourc say attract target larg u foreign bank look quickli move lucr california market west coast region declin specif corpor strategi ask acquisit part plan pinola repli that undoubtedli fair statementit would almost naiv think pinola character acquisit strategi opportunist said look bank manag troubl get bargain add manag restor profit bank state first interst alreadi oper cut cost combin resourc except said would texa said bank alreadi well manag might purchas discount depress region economi pinola declin comment circumst might move rekindl bid bankamerica say continu monitor look lot thing lot peopl continu monitor look u bank analyst howev consid anoth first interst bid bankamerica long shot like happen time soon pinola call decis last month withdraw billion dlr bid nation second largest bank difficult decis decis made howev acknowledg first interst may difficult time keep number four posit california bank commun competit state tough said note citybank recent purchas financi servic branch sear roebuck compani citybank move rapidli move u fifth well fargo fourth said outsid california pinola acknowledg secur pacif corp recent acquisit arizona washington oregon quickli becom region competitor area first interst long domin secur continu highli profit obvious well manag compani said ad howev first interst moment advantag own manag region bank longer recognit advantag given region bank common name pinola said coastal state bank good financi condit first interst continu sustain seriou loan loss rocki mountain state energi real estat agricultur domin economi ask thought loan loss area peak said dont think bottom think problem real estaterel real estat problem go u sever year pinola said anoth fail econom sector agricultur midwest slow expans first interst franchis oper first interst franchis bank offer first interst financi servic ten state year ago consid take franchis oper east mississippi river pinola said franchis bank west expans midwest must come first call franchis system moder profit pinola said go take rejuven agricultur sector u commenc franchis speed gener last year two bank industri gener pinola said think anoth bad year loan loss bank minim hold real estat abl improv profit
